,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,log_price
189,2014-12-05,585188,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340,13.27969015095896
190,2014-08-18,305000,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,1977,0,98034,47.726,-122.191,1540,8400,12.628070334272698
191,2014-11-05,166950,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,12.025455635171172
192,2014-09-12,799000,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,13.591117476312084
193,2014-06-25,400000,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,12.899222326086994
194,2014-12-01,230000,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,12.345838935721968
195,2014-05-15,256883,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,12.456379900115223
196,2014-11-11,423000,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,12.955129822091815
197,2014-07-23,465000,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385,13.049794835104816
198,2015-01-13,440000,3,2.5,1910,66211,2.0,0,0,3,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268,12.994532278619134
199,2014-10-14,385000,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965,12.861001210669146
200,2015-03-11,210000,3,1.0,860,11725,1.0,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514,12.25486757159303
201,2014-11-12,297000,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,12.601490784782536
202,2014-07-16,470000,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000,13.060490101343552
203,2014-08-04,226500,3,1.5,1300,7370,1.0,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,12.330504638906516
204,2015-03-03,274250,3,1.0,910,8450,1.0,0,0,4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,12.521799024438941
205,2014-08-04,840000,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,13.641158361294979
206,2014-09-19,677900,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,13.426756538561795
207,2015-02-05,425000,3,1.0,1010,5864,1.0,0,0,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,12.959846800844963
208,2014-11-23,180250,2,0.75,900,9600,1.0,0,0,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,12.102105602982014
209,2014-07-17,464000,6,3.0,2300,3404,2.0,0,0,3,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,13.047641986378483
210,2015-04-22,320000,4,2.25,1550,7579,2.0,0,0,3,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,12.676079399771027
211,2014-07-17,625504,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,13.34631460246227
212,2014-05-15,592500,4,2.5,2240,12032,1.0,0,0,3,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,13.292107839753712
213,2015-01-14,465000,3,2.5,2714,17936,2.0,0,0,3,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386,13.049794835104816
214,2014-05-27,477000,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,13.07527386630434
215,2015-01-15,280000,2,1.0,850,16400,1.0,0,0,3,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459,12.54254845357358
216,2015-02-21,1505000,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953,14.22430412061672
217,2014-07-03,445838,3,2.5,2250,5692,2.0,0,0,3,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,13.007713179283789
218,2014-08-28,1072000,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184,13.88503755344827
219,2014-10-23,467000,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,13.054086677976365
220,2014-08-22,686000,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,1999,0,98075,47.5836,-122.026,3070,8127,13.438634364432907
221,2014-06-05,279950,3,2.0,1750,9750,1.0,0,0,3,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125,12.5423698668371
222,2014-09-04,527000,4,2.25,2330,19436,2.0,0,0,3,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,13.174957725054906
223,2014-09-18,325000,3,2.25,2220,16020,1.0,0,0,4,8,1780,440,1966,0,98030,47.3758,-122.217,2080,9583,12.691583538230217
224,2014-09-03,328000,3,2.25,2020,8379,2.0,0,0,3,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,12.700771936142122
225,2014-06-04,390000,3,2.25,1250,7500,1.0,0,0,5,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,12.873904582205107
226,2015-03-09,479950,2,2.0,1510,6516,1.0,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,13.081439294339882
227,2014-05-29,264950,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,12.487300182210822
228,2015-01-15,235000,3,1.0,1430,15246,1.0,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,12.367345048436391
229,2015-03-03,516500,3,2.5,1480,4729,2.0,0,0,3,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,13.154832503648379
230,2015-04-13,655000,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193,13.39239204133378
231,2014-06-16,500000,4,2.75,2280,15347,1.0,0,0,5,7,2280,0,1960,0,98059,47.5218,-122.164,2280,15347,13.122365377402328
232,2014-11-21,315000,6,2.75,2940,7350,1.0,0,0,3,8,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236,12.660331092405906
233,2014-11-20,213000,2,1.0,1000,10200,1.0,0,0,3,6,1000,0,1961,0,98024,47.5687,-121.899,1150,13702,12.269052139516223
234,2014-09-02,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,13.07107218827772
235,2014-06-10,1025000,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,13.840204146163925
236,2015-04-09,416000,3,2.0,2220,94300,1.0,0,0,5,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,12.938442943086665
237,2015-03-20,410000,4,1.0,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,12.923914877701906
238,2014-07-01,800000,3,3.5,3830,221284,2.0,0,0,3,10,3530,300,1993,0,98077,47.7641,-122.023,2920,148539,13.592368256649284
239,2014-05-29,472000,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,13.064736383209516
240,2014-12-08,225000,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,12.323860125621126
241,2014-10-01,210000,2,1.0,830,6000,1.0,0,0,3,6,830,0,1940,0,98126,47.5308,-122.376,830,4960,12.25486757159303
242,2015-01-27,455000,2,1.0,1430,5000,1.5,0,0,2,7,1430,0,1925,0,98115,47.6727,-122.299,1450,3750,13.02805489573287
243,2015-04-27,225000,3,1.0,1300,8316,1.0,0,0,4,6,1300,0,1954,0,98002,47.3221,-122.216,1260,8316,12.323860125621126
244,2014-08-26,480000,2,1.0,1030,3060,1.0,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,13.081543466215237
245,2015-02-12,363000,3,2.5,2740,11872,2.0,0,0,3,9,2740,0,1990,0,98023,47.3076,-122.395,2570,10377,12.80216086806413
246,2014-09-29,2400000,4,2.5,3650,8354,1.0,1,4,3,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,14.690979711984754
247,2015-02-26,181000,2,1.5,720,5120,1.0,0,0,3,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,12.10625783509458
248,2015-03-14,250000,4,2.0,2010,7312,1.0,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,12.429220196836383
249,2015-04-22,481000,3,1.75,1560,3000,1.0,0,0,4,6,770,790,1918,0,98103,47.6846,-122.345,1390,3000,13.083624628087817
250,2014-09-23,260000,3,2.0,1810,7209,1.0,0,0,4,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,12.468440756144114
251,2014-05-13,455000,4,2.5,3360,7685,2.0,0,0,3,9,3360,0,2001,0,98058,47.4369,-122.111,3060,6567,13.02805489573287
252,2015-04-01,415000,3,2.25,1510,36224,2.0,0,0,3,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,12.936036208848487
253,2015-04-21,349500,3,1.0,1400,3538,1.0,0,0,3,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,12.764261701882237
254,2014-09-29,245000,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,12.409017571151187
255,2014-05-19,592500,2,2.0,1420,9191,1.5,0,2,5,7,1420,0,1928,0,98115,47.6979,-122.32,1420,6816,13.292107839753712
256,2014-10-20,385000,4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620,12.861001210669146
257,2015-02-11,315000,3,1.75,1580,11455,1.0,0,0,4,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650,12.660331092405906
258,2014-11-24,255000,3,1.0,1230,10170,1.0,0,0,3,7,1230,0,1979,0,98045,47.4437,-121.772,1380,10098,12.449022745701502
259,2014-08-29,693000,4,2.5,2460,4425,2.0,0,0,3,8,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,13.448786721172443
260,2014-12-02,780000,3,1.0,1660,4400,1.5,0,0,3,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400,13.567050480716235
261,2014-10-24,237000,3,1.75,1270,8470,1.0,0,0,4,7,1270,0,1960,0,98198,47.4207,-122.29,1600,8470,12.37581963951765
262,2014-12-16,525000,3,2.25,2100,40510,2.0,0,0,3,10,1320,780,1979,0,98074,47.6154,-122.047,2380,33450,13.171155446333852
263,2015-04-28,425000,2,1.0,770,5040,1.0,0,0,3,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580,12.959846800844963
264,2014-10-27,369900,1,0.75,760,10079,1.0,1,4,5,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267,12.820990681250251
265,2014-05-19,290000,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475,12.577639650232573
266,2014-09-29,285000,3,1.0,1120,10701,1.0,0,0,3,7,1120,0,1954,0,98106,47.5544,-122.358,1130,6350,12.560247968016562
267,2014-08-14,415000,2,1.0,1070,4500,1.0,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,12.936036208848487
268,2015-04-09,272500,3,2.5,2070,9900,1.0,0,0,3,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250,12.515397562803473
269,2015-05-04,2900000,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060,14.88022163978423
270,2014-10-07,1365000,4,4.75,5310,57346,2.0,0,0,4,11,5310,0,1989,0,98077,47.7285,-122.042,4180,47443,14.126665719201661
271,2015-05-01,436000,2,1.0,1040,7538,1.0,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530,12.985399815906522
272,2014-10-17,210000,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164,12.25486757159303
273,2014-09-25,236000,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619,12.371591321286905
274,2014-11-24,331000,3,1.75,1080,1306,1.0,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225,12.709876675502672
275,2015-03-20,365000,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927,12.807655372286902
276,2015-01-27,450000,3,2.0,2290,16258,1.0,0,0,5,8,2290,0,1960,0,98058,47.4672,-122.165,1660,10530,13.017005083966255
277,2014-11-13,770000,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,2014,0,98028,47.7618,-122.261,1860,12136,13.554147092530322
278,2015-05-05,455000,4,2.5,2210,49375,1.0,0,0,3,8,2210,0,1997,0,98038,47.3828,-122.071,2670,49385,13.02805489573287
279,2015-05-05,405000,3,1.75,2390,6000,1.0,0,0,3,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000,12.91164481522143
280,2014-07-03,304900,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088,12.627742412734825
281,2015-02-27,170000,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,12.04355959836804
282,2015-05-13,2050000,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,14.53335083891935
283,2014-06-30,780000,4,2.5,3500,7048,2.0,0,0,3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864,13.567050480716235
284,2015-04-10,330000,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,12.706850963741102
285,2014-09-05,370000,4,2.5,2720,8666,2.0,0,0,3,9,2720,0,1992,0,98030,47.3846,-122.169,2410,8100,12.821260987319457
286,2014-10-17,467000,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,1979,0,98072,47.7564,-122.144,2300,9750,13.054086677976365
287,2015-02-09,405000,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320,12.91164481522143
288,2014-07-02,675000,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,1985,0,98006,47.5461,-122.151,2310,10300,13.42246945133505
289,2014-08-12,500000,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527,13.122365377402328
290,2014-07-23,389999,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,1968,0,98166,47.4281,-122.343,2410,15256,12.873902018105829
291,2015-02-24,630000,4,1.75,2950,9025,1.0,0,2,4,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600,13.353476685668044
292,2014-10-22,360000,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,12.793862088206213
293,2014-10-02,580000,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,1986,0,98056,47.5399,-122.181,2320,11004,13.270785106659046
294,2014-07-09,550000,3,2.0,1970,4166,2.0,0,3,5,8,1270,700,1929,0,98126,47.5717,-122.375,2390,4166,13.217675375388819
295,2014-07-10,879000,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,1994,0,98075,47.5951,-122.017,3150,11374,13.686541314323094
296,2014-08-22,265000,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,1993,0,98042,47.3536,-122.144,1740,7316,12.487488878546145
297,2015-03-04,446500,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220,13.00919691893784
298,2014-06-02,404000,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592,12.90917263218775
299,2014-05-29,267500,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,1957,0,98188,47.4427,-122.274,1630,9052,12.496878583628968
300,2014-06-24,3075000,4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,2002,0,98074,47.6053,-122.077,4550,19508,14.938815784425955
301,2014-08-11,335000,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903,12.721888795877375
302,2014-06-19,576000,3,2.5,1940,9000,1.0,0,0,4,7,970,970,1948,0,98117,47.6933,-122.393,2190,7310,13.263864675787632
303,2015-04-01,208633,3,2.5,2040,3810,2.0,0,0,3,8,2040,0,2006,0,98038,47.3537,-122.0,2370,4590,12.248336799638205
304,2015-01-15,315000,3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,1964,0,98166,47.476,-122.337,1460,10139,12.660331092405906
305,2015-02-17,725000,3,1.75,1920,3300,1.0,0,0,4,8,960,960,1913,0,98112,47.6239,-122.298,1740,4000,13.493928313146206
306,2015-04-03,550000,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275,13.217675375388819
307,2014-06-12,610750,4,2.25,2180,7297,2.0,0,0,3,8,2180,0,1984,0,98074,47.6459,-122.058,2250,9781,13.322444626449796
308,2015-02-28,550700,2,1.0,1010,5000,1.5,0,0,4,6,1010,0,1908,0,98105,47.6692,-122.297,1460,5000,13.218947291119633
309,2015-01-08,665000,4,2.75,3320,10574,2.0,0,0,5,8,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330,13.407543823396258
310,2015-02-09,834000,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,0,98144,47.601,-122.294,2440,5750,13.633989880380932
311,2014-10-23,201000,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915,0,98065,47.529,-121.837,1660,78408,12.211065162153215
312,2014-05-02,2384000,5,2.5,3650,9050,2.0,0,4,5,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400,14.684290726630376
313,2014-06-18,1384000,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,14.140489137702843
314,2014-12-09,1400000,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,14.151983508870947
315,2014-11-05,305000,4,2.25,1950,7700,1.0,0,0,3,8,1350,600,1979,0,98058,47.4441,-122.125,2150,7350,12.628070334272698
316,2015-04-08,487000,3,2.0,2590,14052,1.0,0,0,5,8,1720,870,1948,0,98133,47.7357,-122.333,1570,8162,13.096021455450709
317,2015-05-11,390000,3,2.5,1930,64904,1.0,0,0,4,8,1930,0,1988,0,98042,47.346,-122.157,2350,57500,12.873904582205107
318,2014-07-23,548000,2,1.0,1470,3864,1.0,0,0,4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864,13.214032390746006
319,2014-11-22,268750,4,1.0,800,8775,1.0,0,0,3,6,800,0,1943,0,98166,47.48,-122.336,1310,8775,12.501540579347319
320,2014-05-13,819900,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384,13.61693888024446
321,2014-10-23,520000,3,2.25,2030,16200,2.0,0,0,3,8,2030,0,1984,0,98027,47.5162,-122.057,2660,17958,13.161586013632684
322,2014-07-21,230000,3,2.0,1450,11204,1.0,0,0,3,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518,12.345838935721968
323,2015-02-02,240000,3,1.75,1510,10248,1.0,0,0,3,7,1510,0,1969,0,98023,47.2929,-122.371,1510,9753,12.388398368982115
324,2014-09-05,232000,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,12.354496960983985
325,2015-03-11,240500,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,12.390479526523466
326,2014-10-27,274975,3,2.5,3030,45004,2.0,0,0,3,9,3030,0,1987,0,98077,47.7721,-122.093,3080,35781,12.52443910011295
327,2014-09-05,740000,4,2.0,2050,4400,1.5,0,0,4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500,13.51440681653079
328,2015-04-28,186375,3,1.0,1000,7636,1.0,0,0,2,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600,12.135521417579138
329,2014-07-25,790000,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004,13.579789490265188
330,2014-09-16,880000,4,3.5,2800,6750,2.0,0,0,3,9,1890,910,1951,2002,98105,47.669,-122.275,2370,6120,13.68767832281738
331,2015-04-16,279000,6,1.75,2240,11180,2.0,0,0,4,7,2240,0,1955,0,98198,47.42,-122.323,1590,7955,12.53897064502647
332,2014-07-29,295000,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1991,0,98022,47.1913,-122.012,1910,10450,12.59473402514672
333,2015-04-08,640000,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1924,0,98103,47.6666,-122.331,1710,5000,13.369225017834633
334,2014-07-03,940000,4,2.0,2490,9525,2.0,0,0,5,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525,13.753636218075409
335,2014-10-07,260000,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894,12.468440756144114
336,2014-06-02,559900,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,13.23551526136861
337,2014-07-22,791500,4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750,13.581686421726284
338,2014-08-26,265000,3,1.75,1420,8250,1.0,0,0,3,7,1420,0,1954,0,98133,47.7535,-122.354,1740,8000,12.487488878546145
339,2015-05-01,245000,3,1.75,1740,11547,1.0,0,0,3,7,1740,0,1954,0,98178,47.4945,-122.22,880,78408,12.409017571151187
340,2015-04-24,485000,4,1.75,2560,43995,2.0,0,0,4,7,2560,0,1962,0,98052,47.6945,-122.093,2560,14764,13.091906231773164
341,2014-11-06,684000,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066,13.435714658591923
342,2014-09-09,425000,3,1.75,2500,6840,1.0,0,0,3,8,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691,12.959846800844963
343,2014-10-17,309600,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1991,0,98070,47.3796,-122.49,1660,20000,12.643039650666653
344,2014-07-18,552250,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823,13.22175793205483
345,2014-07-23,165000,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,12.013706813470414
346,2014-12-29,239900,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,12.3879816172226
347,2014-12-05,320000,2,1.0,1070,32633,1.0,0,0,4,6,1070,0,1930,0,98059,47.4716,-122.078,1360,32156,12.676079399771027
348,2014-10-21,206600,3,2.0,1390,13464,1.0,0,0,4,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080,12.238544675927017
349,2015-04-16,387000,4,1.75,2500,7690,1.0,0,0,3,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646,12.866182555987908
350,2014-06-04,299000,1,0.75,560,12120,1.0,0,0,3,4,560,0,1967,0,98014,47.675,-121.854,1300,19207,12.608202196848836
351,2014-09-22,855000,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180,13.658857917508856
352,2015-01-26,315000,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400,12.660331092405906
353,2014-12-03,437500,2,1.0,990,3120,1.0,0,2,5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,12.988834270491479
354,2015-03-24,252000,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654,12.437188334739655
355,2014-06-04,375000,4,1.75,2200,7475,1.0,0,0,5,7,1100,1100,1955,0,98118,47.543,-122.28,1600,5766,12.834683971615659
356,2014-08-06,300000,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091,12.611541086966115
357,2014-10-06,420000,4,1.0,1750,9600,1.5,0,0,4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530,12.948012371209098
358,2014-05-05,900000,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,13.710151153416941
359,2014-08-05,679900,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,13.429702478318
360,2014-06-05,463000,3,2.5,1640,29970,2.0,0,0,3,7,1640,0,1992,0,98053,47.6359,-121.974,1580,28399,13.045484492893253
361,2014-08-28,380000,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340,12.847929163278053
362,2014-12-10,329500,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168,12.70533466782146
363,2014-08-19,604950,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363,13.312902741997434
364,2014-09-17,795000,5,2.5,3040,9570,1.0,0,2,4,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800,13.586098651497313
365,2015-01-30,465000,3,2.0,1840,40438,2.0,0,0,3,7,1840,0,1994,0,98045,47.4853,-121.709,1380,44049,13.049794835104816
366,2015-03-26,673000,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449,13.419502094509863
367,2014-10-01,810000,4,2.5,3520,15420,2.0,0,0,3,10,3520,0,1991,0,98074,47.6375,-122.016,3400,21455,13.60479076121576
368,2015-04-23,785000,4,2.75,2440,69415,1.0,0,0,4,8,1910,530,1989,0,98075,47.5944,-122.042,2770,24361,13.573440270649085
369,2014-11-20,338000,4,3.0,2090,7500,1.0,0,0,3,7,1370,720,1986,0,98056,47.4888,-122.182,1810,7650,12.73080413304066
370,2014-12-04,280000,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1993,0,98056,47.5112,-122.19,1430,7220,12.54254845357358
371,2014-10-01,315000,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929,12.660331092405906
372,2015-03-24,530000,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929,13.180634172318978
373,2014-12-23,380000,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2004,0,98023,47.2813,-122.345,2860,9721,12.847929163278053
374,2014-08-11,297000,3,2.25,1450,7562,2.0,0,0,3,7,1450,0,1994,0,98056,47.5038,-122.189,1650,7625,12.601490784782536
375,2014-05-20,730000,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447,13.500801182986649
376,2014-06-09,450000,3,1.75,1640,13500,1.0,0,0,3,7,1110,530,1940,0,98125,47.7164,-122.304,1770,12600,13.017005083966255
377,2014-10-27,275000,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500,12.524530013005734
378,2015-04-29,595000,4,2.0,2020,2849,2.0,0,0,3,7,2020,0,1960,0,98115,47.6831,-122.329,1910,3120,13.296318365198623
